0.60206 4.17387
0.69897 4.28742
0.778151 4.36026
0.845098 4.41672
0.90309 4.4678
0.954243 4.51383
1 4.55179
1.04139 4.58041
1.07918 4.60424
1.11394 4.62108
1.17609 4.64378
1.20412 4.65281
1.23045 4.66237
1.27875 4.68874
1.32222 4.72397
1.36173 4.76265
1.39794 4.79984
1.43136 4.83795
1.4624 4.87708
1.50515 4.93482
1.54407 4.99055
1.57978 5.04621
1.61278 5.09681
1.65321 5.15895
1.6902 5.21998
1.73239 5.28847
1.77085 5.34596
1.80618 5.40209
1.8451 5.46313
1.88081 5.51602
1.91908 5.57558
1.95904 5.63042
1.99564 5.67568
2.03342 5.73021
2.06819 5.76781
2.10721 5.81869
2.14613 5.86136
2.18184 5.89493
2.22011 5.93668
2.25768 5.97058
2.29447 5.99427
2.33244 6.02938
2.37107 6.06818
2.40824 6.09542
2.4456 6.12349
2.48287 6.16187
2.52114 6.20647
2.55871 6.2336
2.5966 6.27565
2.63448 6.31249
2.6721 6.35991
2.70927 6.40078
2.74663 6.43581
2.78462 6.46902
2.82217 6.51078
2.85974 6.54304
2.89763 6.56967
2.935 6.61445
2.97267 6.62027
3.0103 6.6698
3.04805 6.69492
3.08565 6.70453
3.1232 6.7306
3.16077 6.73667
3.19838 6.7847
3.23603 6.80984
3.2737 6.82593
3.31133 6.877
3.34889 6.90591
3.3865 6.91421
3.42423 6.94253
3.4618 6.99034
3.49941 6.99147
3.53706 7.04319
3.57473 7.0893
3.61236 7.09909
3.65002 7.12779
3.68762 7.16123
3.72526 7.18696
3.7629 7.20606
3.80051 7.2182
3.83816 7.23245
3.87576 7.26316
3.91339 7.27798
3.951 7.28858
3.98865 7.29503
4.02629 7.31881
4.0639 7.31463
4.10154 7.32206
4.13915 7.3507
4.17679 7.34455
4.21442 7.33607
4.25205 7.35522
4.28968 7.36823
4.3273 7.36222
4.36493 7.35868
4.40257 7.36866
4.44018 7.37891
4.47782 7.37287
4.51545 7.38115
4.55308 7.38506
4.59071 7.39408
4.62834 7.38247
4.66597 7.39214
4.70359 7.38396
4.74122 7.40346
4.77885 7.40559
4.81648 7.41062
4.85411 7.41809
4.89174 7.4103
4.92937 7.41466
4.967 7.42952
5.00462 7.44055
5.04225 7.44142
5.07988 7.44437
