epoch HTL01 HTL02 HTL03 HTL04 HTL05 HTL06 HTL07 HTL08 HTL09 HTL10 HTL11
1.0 0.6165021805512323 0.9828101078603886 0.9859030946301313 0.9916998532679793 0.9922080157373205 0.9919659559875138 0.9935398413626504 0.9910319379570146 0.9850150921719725 0.9912726045677512 0.9957497693404662
2.0 0.6979807304741322 0.9823427741276002 0.9842413876201163 0.9843129485595603 0.9858079550169662 0.9866830779875738 0.9766430982414066 0.9903760782369595 0.9866475099034102 0.9890147982505976 0.9865021716282786
3.0 0.7108427470967281 0.9923780362020883 0.991753145476725 0.9874304296739975 0.987194482169683 0.9877534612156832 0.9911188018416602 0.9879469552786277 0.9884739517523333 0.9879382363269376 0.9950482454410184
4.0 0.681092702025121 0.9947509958254007 0.9969773453682075 0.9964939063954955 0.9953090243451138 0.9941716718176357 0.9934495052934688 0.9931434777100306 0.9727095517815704 0.9935531682362583 0.9954632107840358
5.0 0.7015964283776465 0.9738695060209325 0.9866657941966316 0.982304803174216 0.98146939253161 0.9850559500187758 0.9929979611022888 0.9887388949998794 0.9936319658280585 0.9878157209547143 0.9973579048632744
6.0 0.7059656530952423 0.991726846993126 0.9935291391591039 0.9929597508023603 0.9929480325169884 0.9933633667880902 0.9898515319241733 0.9945741104352995 0.9902187041440792 0.9938734350805049 0.9949331991170182
7.0 0.6397558586529891 0.9799746828643339 0.9822858659221635 0.9840991185600284 0.9831755999542299 0.9853057324288165 0.9909104365082269 0.9876684810011667 0.9885400504425945 0.9867842231814562 0.9859284045932898
8.0 0.6595597858532235 0.9827227880232652 0.9922220396039758 0.992945137577736 0.9935027148754246 0.9913091869442432 0.989141850709552 0.9918765746043667 0.988623037446268 0.9909703450414518 0.9895690798584403
9.0 0.7251205432215877 0.9842862170650626 0.9861049995427652 0.982658398455037 0.9797353537243406 0.9819751424206832 0.967797166412909 0.9865158994037311 0.9710467584598128 0.985737237984893 0.9486888564579388
10.0 0.6132247346021772 0.9855450568462901 0.9790768984387686 0.9927310766614145 0.9811649161531704 0.9869394971061458 0.9827015890048739 0.9893460337568025 0.9882992031332809 0.9885159316965451 0.9670119662166073
11.0 0.7187694791918284 0.9899714358911915 0.9923705402876309 0.9973194836867655 0.9565405569682637 0.9626500146332324 0.9917958815047235 0.9710765953150926 0.9913870461397514 0.9667664630697118 0.9560871644547008
12.0 0.621306541043843 0.9875972104038007 0.9798397727663364 0.9905074887653404 0.9918358504123826 0.9914905250939168 0.9689158771964027 0.9917304713432553 0.9618198507350385 0.9920202643560512 0.9473432679106363
13.0 0.6523631435293465 0.9872223920878528 0.9875102374561446 0.9839570376677504 0.9733879068115724 0.9684626553727643 0.9521499488920507 0.9679312942656465 0.9521881162634499 0.9673561210212862 0.9499227943763034
14.0 0.7514986116185772 0.9866792204593222 0.9920772606510863 0.9942825506784259 0.9931120633752974 0.9942673313121025 0.9719213221779581 0.9963313695988155 0.9599573420292176 0.9956277452057609 0.946840390505147
15.0 0.6635896724848653 0.9649400247827669 0.9768677036472673 0.9881785854753646 0.9892915991463215 0.9934073178621662 0.9605099866421825 0.996365837275998 0.9947508961872457 0.9960521205965469 0.9491331548694839
16.0 0.6471233312671095 0.9884234897274853 0.9877045940060742 0.992324241536407 0.9915149520128332 0.9920920441035888 0.9884187862753823 0.9928154996693959 0.9845248779519853 0.992550800519447 0.9905202053500857
17.0 0.6517259316220911 0.9867577277123315 0.9731040593928479 0.9644546376741018 0.980427021993479 0.9829401237890645 0.964521975126424 0.986929004934848 0.9733071047569988 0.984850820490832 0.9440128968521939
18.0 0.7046278443599486 0.9871120035924377 0.988394393496607 0.9878743019784029 0.9898061181962682 0.9883603815616834 0.9811984175418436 0.987136496964917 0.9813167022491078 0.9878130872208899 0.9724726434019053
19.0 0.7608449905570733 0.9921146806172197 0.9896528401013944 0.9874746627925217 0.9888006801750532 0.9900910643979052 0.9886444668535109 0.9906607085023766 0.989481690875741 0.9911453919316239 0.9912840433259658
20.0 0.8792271395490939 0.9920888181818963 0.9917119898297321 0.9886552565192485 0.987886441521553 0.9883695577491751 0.9863918390982667 0.9879020850803687 0.9895164181180667 0.9885607845546581 0.9812461274675259
21.0 0.636175124793726 0.9892134550983896 0.9912099850613378 0.990146867448969 0.9899804849983711 0.9907647903400514 0.9878835882273777 0.9909749866908798 0.9881480854345804 0.9912147423752758 0.9916114196905285
22.0 0.6328147563195843 0.9906783810768927 0.9920334770700536 0.9899387006697803 0.9897215759958079 0.9888546711904482 0.9862635819689001 0.9871133274956394 0.9885195117097929 0.9880165714019057 0.9854543579848829
23.0 0.5859792447098193 0.9922954985396739 0.9930312229368985 0.9921108825687055 0.9919646113147863 0.9917057709980368 0.9935031355625833 0.9915423695134884 0.9916521648388408 0.991608932385489 0.9947979033235852
24.0 0.7317684465821475 0.9932210931212362 0.9945460443521003 0.9908934069382284 0.9896337011378452 0.9880694536780787 0.9889517707624336 0.9854715384781235 0.9883049909904923 0.9868098893227609 0.9912241913059678
25.0 0.7641868423163896 0.993711066061573 0.9936942450718391 0.990958926569133 0.9904261522329851 0.9903518473191638 0.9929968499818155 0.9895357251558047 0.9915154156225253 0.990012782352148 0.9930445574155692
26.0 0.712963914520738 0.9881289140871234 0.9899795551928015 0.9882565448076608 0.9886834921538931 0.991072766430337 0.9796315818709138 0.99369001376728 0.9840930823054728 0.9925944789071875 0.9752188855092006
27.0 0.7810746525822092 0.9934568474032672 0.9943692882333798 0.9873669317454783 0.9882425413987708 0.9868603702164136 0.9914413872786914 0.9855000353688149 0.9931531866521238 0.9863178490690935 0.9904005968679438
28.0 0.6139558012931585 0.9842454423244068 0.9849445281459293 0.9850680355737301 0.9862799094246337 0.9874895737780793 0.9941065598479152 0.9874423137817635 0.9932158603463167 0.9875731603363802 0.9967140689825561
29.0 0.7131220462789146 0.9875886602823383 0.9872003526759058 0.9859770060021675 0.9831228760834161 0.9875545103563 0.9921652894167603 0.991428431289378 0.9941388547468245 0.9902291169560838 0.9874466407021373
30.0 0.7569393509379903 0.9880986760482027 0.9888383622506537 0.9867503052643007 0.9873811692808449 0.986883145848102 0.9905955318658946 0.985668952972358 0.9901865093292754 0.9863976240148322 0.9924093585906999
31.0 0.6846647047582441 0.9874313476578062 0.9891186114807451 0.9847554828126456 0.987371713956047 0.9874255317370588 0.9859806193066145 0.9875102417175374 0.9847184114482486 0.987862197826899 0.9589183528084696
32.0 0.7521244525757091 0.9873162660256238 0.9880040013297278 0.9866390223642486 0.988178338417824 0.987489824742297 0.9833111641989762 0.9866344038596819 0.9837869354234792 0.9871187574011312 0.9889696126322983
33.0 0.7051849812219287 0.9925284306864173 0.9925944437269212 0.9959986324465154 0.9966348020973881 0.9969511927583898 0.9982260082525296 0.9969647918057758 0.9977097663872787 0.9970289842427316 0.99865646495737
34.0 0.7057078748098022 0.9887429233326748 0.9867201151018652 0.9858156982690172 0.9885290981023115 0.9896458953694064 0.986070276562931 0.990056453589996 0.9830704966101724 0.989883727518842 0.9744890399512621
35.0 0.772475549506645 0.9895568350557213 0.9890656417282775 0.9892850190866451 0.989565131132327 0.9893419535418457 0.984694684610846 0.9878101506269156 0.9879902400396716 0.9889464362955906 0.9808468497591808
36.0 0.578611284898586 0.995633241129628 0.9928760703618895 0.9879208158322269 0.9597943945813979 0.9732628049293142 0.9881331298564497 0.9885903071412897 0.9896881766809685 0.9852814844632256 0.9746941342398265
37.0 0.763207552162226 0.9923840597365994 0.99135260442802 0.9901855837148555 0.989843502058184 0.9884598079933857 0.9948858891441388 0.9776589193101707 0.9960146456306562 0.9855221191153193 0.998134493528483
38.0 0.8137162944925621 0.9537857927877503 0.991757965492225 0.9812303510635993 0.966158991775045 0.9655846123118244 0.9847630756301471 0.9576409744827015 0.985216309401491 0.9624203709433522 0.9931323513681651
39.0 0.6796086462060372 0.9864247943593508 0.9872045975422633 0.9948732978544232 0.9979379048823702 0.9984254838567976 0.9807073750193255 0.9985669189953675 0.979279151377547 0.9986043090467537 0.970425088125995
40.0 0.62501391271118 0.9911713495657867 0.9917536882620739 0.9939345298000474 0.9934684269015099 0.992593387820592 0.9947434092443809 0.9929499831406852 0.9937768337726586 0.9922034742194329 0.9702087982007012
41.0 0.5720936108346465 0.9909119108573213 0.9938690356370309 0.9958061822999961 0.9947108140047408 0.9946979872129997 0.9879109833435797 0.9950751090707507 0.9951101408718039 0.9951925424891199 0.9906493035715667
42.0 0.6616604486172025 0.9887558229693966 0.986064446377935 0.9862895900324957 0.9878543416522769 0.9893205495229889 0.9815490641477163 0.9911627822805511 0.9840651385113708 0.990295209050649 0.9758663864238591
43.0 0.6904113073108871 0.9944300899067755 0.9950409021120323 0.9970435381441475 0.9965064369234722 0.9946965669279839 0.9864919011996148 0.9948018617213115 0.9844814871938874 0.993782136259946 0.9908762514900832
44.0 0.7355196531761465 0.9712679451081082 0.9660205997952602 0.9563049744230137 0.9601050308811441 0.9714040719140334 0.9737349534229975 0.9663242880780816 0.9717290499479707 0.9751328981592522 0.951720539511883
