epochs HTR01 HTR02 HTR03 HTR04 HTR05 HTR06 HTR07 HTR08 HTR09
79.0 0.9894953665964868 0.9619549542375119 0.9569992059506126 0.9638689808923361 0.9692075901719465 0.9792542127721733 0.9947330251114289 0.9955885938107094 0.9927661337497271
80.0 0.9734339879385204 0.9760908171930953 0.9561136090184227 0.9536551966303781 0.9564558491281578 0.9610143851580032 0.9778295560892162 0.9784947183123818 0.640222848605827
81.0 0.9990885890678086 0.9991447578186705 0.9992511640841527 0.9993256648187842 0.9993048997216635 0.999290466605297 0.9992950912010977 0.9993689544321099 0.9989125627178417
82.0 0.994644116678469 0.9947519490417672 0.9950234857730873 0.9951353938842092 0.9951974571441289 0.9952581273969224 0.9951855587657374 0.9954144440068169 0.9965736886478597
83.0 0.999085504010343 0.9993452122478351 0.9994189157530259 0.9993787595624393 0.9992932954985414 0.9990926017949047 0.9988436891596664 0.9987710647188696 0.9992722360455555
84.0 0.99120384824072 0.9913295419657743 0.9917696862816343 0.9914511092410182 0.99136071746086 0.9912806499807671 0.9913677619654324 0.9911175893295672 0.9913072742597036
85.0 0.9954148093619826 0.9947046993313817 0.9938422225142002 0.9938558438750271 0.9939781703980973 0.9945461710697021 0.9948917205777217 0.9949182654655235 0.9951467318235607
86.0 0.998469575156109 0.9984039848925518 0.9985854371281679 0.9987313159682821 0.9989021035548831 0.9985478379329338 0.9973190524536888 0.9974411680324291 0.99842853322461
87.0 0.9956501486513614 0.9955529327883558 0.980683984001485 0.9837155636046753 0.9881959742288636 0.9903103965678324 0.9898733896051075 0.9914325458055226 0.9941256847531825
88.0 0.9976759016500396 0.9987063254703351 0.9995141960423697 0.9995407078194375 0.9992473956311444 0.9992568287905605 0.9994422474842929 0.9990659696573615 0.9998388088200523
89.0 0.9989468696723496 0.9989482872621137 0.9989203141985427 0.9989775900758395 0.9989386433243241 0.9989155180958101 0.9990064775883669 0.9989275121610868 0.9988204019367577
90.0 0.9959196141804277 0.995848570099043 0.9961966094768039 0.9981763958091882 0.9964822392895708 0.9968592470404121 0.997206012649191 0.9968380469449933 0.9960809196163748
91.0 0.9449083180492525 0.9464121523402312 0.9526643179943377 0.9485838688298701 0.9493856338804159 0.9494992620545253 0.9533379566128244 0.9533055294873221 0.9498979943455234
92.0 0.9980893256836819 0.9982086373055317 0.9982569084806735 0.9982432995806186 0.9981659141592619 0.9981438235955853 0.9981448939569721 0.998145555778475 0.9983364270854508
93.0 0.9988411350478293 0.9988412919842414 0.9988388810608756 0.9990846833031231 0.9988441432794475 0.9988214493860487 0.9989433867331049 0.9989240722863194 0.9992033229269877
94.0 0.9950137441399557 0.9951754033559543 0.9949380675259653 0.9979518273959292 0.9948134507638084 0.9949817458795971 0.9949067723365524 0.9950821500754361 0.9940716675387803
95.0 0.9945327475947019 0.9943988955869759 0.9940618791672662 0.995813827097634 0.9942322149235545 0.9942556525654643 0.9941892050052922 0.9941289036073242 0.994367299663463
96.0 0.992310646765226 0.9922011319050433 0.9918975334423783 0.9952658024217019 0.9911154786805737 0.9905163718005968 0.9899559163642241 0.9907162103405652 0.9957741218225448
97.0 0.9978464462912933 0.997685209139865 0.9978103440683437 0.998932118451407 0.9977877273958338 0.997749653121971 0.9977776258911261 0.9977412517917907 0.9981292647998173
98.0 0.9969482134200548 0.9967822306381092 0.9967016299836697 0.997121141714084 0.996902544643745 0.9971202378982215 0.9971628563506203 0.9968247767871479 0.9967654075728057
99.0 0.9926092681712773 0.9933641741485584 0.995674455029386 0.9953638430679164 0.995804125785889 0.995258356405551 0.9946893982758346 0.9932809181181812 0.995887571628513
