epochs HTR01 HTR02 HTR03 HTR04 HTR05 HTR06 HTR07 HTR08 HTR09
1.0 0.9886336457938294 0.9695203923262358 0.966885910605881 0.982943493939417 0.9835914970381584 0.9855442212927382 0.9869625334724251 0.9863840772224698 0.9850719745400607
2.0 0.965994978789608 0.9631187469051004 0.9620458414813307 0.9721928478097249 0.9798734362523792 0.983059389503983 0.9839382875566823 0.9802594383025273 0.951611028866246
3.0 0.9906246592197905 0.9886463245047133 0.9882696049351537 0.9862606303682782 0.9899091217595583 0.9917238627200925 0.9937976454292947 0.9824275405771244 0.974479529150182
4.0 0.9847609206198071 0.9855478001943534 0.9954621918672141 0.995355420897657 0.9950255125255792 0.9953197457113427 0.9950077672180208 0.9935089597786042 0.9937050011782215
5.0 0.9693551054801501 0.9611083795767029 0.9421979392817118 0.9440402368592635 0.9522890908037728 0.9623204992989536 0.9694996339802886 0.958002189503926 0.8988436298678298
6.0 0.972732120779684 0.9675425726115253 0.9562388566454116 0.9661660501290312 0.9719491668229916 0.9760080104016121 0.9829446784208864 0.9843124567409571 0.9755477521982675
7.0 0.9858444535127011 0.9746722973619395 0.9639171423694718 0.969446090611131 0.9754928092184705 0.9806846114784268 0.9877481105544214 0.9809635875896617 0.9714250403878022
8.0 0.9964810649575165 0.9950491288551186 0.9922602620805838 0.9910306934566532 0.9892652188407449 0.9884707377214907 0.9876877204242746 0.9862461767913533 0.9854488495335888
9.0 0.9964786158608702 0.9960774825720673 0.9942775511942953 0.99335368245677 0.9927877028280047 0.994806040860943 0.9965683341201961 0.9950554519735904 0.9883694529761865
10.0 0.9980505323551113 0.9479225891687684 0.9481718009883268 0.9565105240505772 0.9662626486160861 0.9728184623203493 0.9830055383511735 0.9826704269464505 0.9920338246880682
11.0 0.9912876527873471 0.9622368691462059 0.9608886136257876 0.9561910527919851 0.9569639720848649 0.959101871183925 0.9665505114265134 0.9691130708015236 0.9503490112004159
12.0 0.9966567002360333 0.9965798706093897 0.9710850345731104 0.984829111538451 0.9939502730102581 0.9935422222624153 0.9930559072866533 0.9937972799923834 0.9912017230721392
13.0 0.9724995930412231 0.9749028203619379 0.9778090867298085 0.9823937254351154 0.9852439337952734 0.9891271236191728 0.9908569613758096 0.9892391067724705 0.9751753150472681
14.0 0.9877815953022056 0.9754046094747569 0.9471685213378911 0.959302919651928 0.9649135050311148 0.968662619870765 0.9722552315174292 0.9658170366579806 0.9485234272641448
15.0 0.9889234629804966 0.9793377658548219 0.970892379205688 0.9658833099051789 0.9678869603563295 0.9682612801498627 0.9716009572634973 0.972155608621473 0.9646584149914538
16.0 0.9696114678275654 0.9683722563136802 0.9578664196927614 0.971209492309901 0.97699198009098 0.9815025499668232 0.9834482668770926 0.9856104505749009 0.9862147793543526
17.0 0.9940349236068414 0.989288869608286 0.9741660015570204 0.974484722609502 0.977897661179287 0.9780344105585228 0.9769639393128275 0.9785634229799195 0.9690576975007101
18.0 0.9948648855036486 0.9896101123476153 0.9641017965540352 0.9697845972900658 0.9764937296910313 0.9840236571825918 0.9875693193515136 0.9801339362026934 0.9692773730315105
19.0 0.9659106098423749 0.9635801058766776 0.952828011529003 0.9685368180423328 0.9737237274882121 0.977308737847468 0.9818819938471729 0.9839823945914267 0.9857068094980211
20.0 0.9806288396941606 0.9612149036665089 0.978591538681778 0.9790118545116393 0.9806044503758184 0.9822117089053736 0.9823048928330576 0.9828027560017389 0.9848714946853772
21.0 0.9893309357336005 0.9622036634456049 0.9815899795647653 0.984277481444998 0.9862293468018893 0.9884383976220895 0.9928582617116274 0.9885449648828701 0.9903867496180079
22.0 0.9481855839753561 0.913946718073831 0.9441418645180614 0.9610124253302282 0.9691376055255827 0.9733698974518491 0.9727531101443725 0.9756072181087299 0.9761976825307787
23.0 0.996595418529732 0.9962578283614508 0.9712172337312031 0.9748664102560131 0.9783991569501181 0.9801304024119006 0.9821891387142705 0.98296748739382 0.9764486567170286
24.0 0.9821610385753723 0.9744553724526617 0.9793491901139544 0.9826160661165769 0.9860293963835761 0.9871472678928548 0.9865881093078419 0.9814921865120668 0.9784101674874744
25.0 0.9939033936006991 0.9946299011822411 0.9848503375783195 0.9784259516582281 0.9920909147986399 0.9923589903317317 0.9916759507865116 0.9824098779138596 0.9781731925519134
26.0 0.9815128543379492 0.9756690993151679 0.9679756323216057 0.9789445582496852 0.9885371656369472 0.9890036250011539 0.987420305332379 0.9810419576505196 0.9660116785861621
27.0 0.9933040623462038 0.9918118594114924 0.9905236130381957 0.9903506502254681 0.9903735038850532 0.9904867771100048 0.9904196175232947 0.988774941327984 0.9807056970592639
28.0 0.9716289421737243 0.9669245852417592 0.9544608080525654 0.9721237759153393 0.9822197075754208 0.9844361702035654 0.9851540453009219 0.9838762723592258 0.980123419175685
29.0 0.9813054398041956 0.9642881059077473 0.9783980507792175 0.9839994563114337 0.98609602039274 0.986348151423098 0.986473960541797 0.9843715465535962 0.9817674652308563
